ts,liquid_rate_in_hr,ice_rate_in_hr,snow_rate_in_hr,horizontal_mf_salt,road_liq_depth_in,road_ice_depth_in,road_unbndice_depth_in,road_cmpsnw_in,road_snow_depth_in,prct_ice,speed_mph,profile_speed,ref_speed,imputed,rel_speed
2018-02-18 00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8799769186381997,0.815092646021671,69.32,0.0,0.8799769186381997
2018-02-18 01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8222735141373342,0.8703115983843047,69.32,0.0,0.8222735141373342
2018-02-18 02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882862088863243,0.882862088863243,69.32,1.0,0.882862088863243
2018-02-18 03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9040200038468937,0.9040200038468937,69.32,1.0,0.9040200038468937
2018-02-18 04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9809578765147144,0.7956217541834969,69.32,0.0,0.9809578765147144
2018-02-18 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8764858626658975,0.8764858626658975,69.32,1.0,0.8764858626658975
2018-02-18 06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8698582144917979,0.8698582144917979,69.32,1.0,0.8698582144917979
2018-02-18 07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8987305251009811,0.9446047316791693,69.32,0.0,0.8987305251009811
2018-02-18 08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9161136757068669,0.9161136757068669,69.32,1.0,0.9161136757068669
2018-02-18 09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947057126370456,0.9290464512406232,69.32,0.0,0.947057126370456
2018-02-18 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9160415464512407,0.9228289094056551,69.32,0.0,0.9160415464512407
2018-02-18 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9663877668782458,0.9565276976341605,69.32,0.0,0.9663877668782458
2018-02-18 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9397576457010965,0.9397576457010965,69.32,1.0,0.9397576457010965
2018-02-18 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1149740334679747,0.918429024812464,69.32,0.0,1.1149740334679747
2018-02-18 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935660703981535,0.9275028851702252,69.32,0.0,0.935660703981535
2018-02-18 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0046162723600693,0.9078404500865552,69.32,0.0,1.0046162723600693
2018-02-18 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9391229082515868,0.8427005193306405,69.32,0.0,0.9391229082515868
2018-02-18 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9724466243508367,0.8760025966532026,69.32,0.0,0.9724466243508367
2018-02-18 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7746682054241202,0.9194733805083974,69.32,0.0,0.7746682054241202
2018-02-18 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9448932487016735,0.9228672517994352,69.32,0.0,0.9448932487016735
2018-02-18 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9521061742642817,0.8964584535487594,69.32,0.0,0.9521061742642817
2018-02-18 21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8716523539594719,0.8716523539594719,69.32,1.0,0.8716523539594719
2018-02-18 22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8777697634160416,0.8777697634160416,69.32,1.0,0.8777697634160416
2018-02-18 23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8839899281330327,0.8839899281330327,69.32,1.0,0.8839899281330327
2018-02-19 00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8222735141373342,0.8616560877091749,69.32,0.0,0.8222735141373342
2018-02-19 01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8762694748990192,0.8762694748990192,69.32,1.0,0.8762694748990192
2018-02-19 02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9376803231390654,0.9376803231390654,69.32,1.0,0.9376803231390654
2018-02-19 03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8944027697634162,0.890796306982112,69.32,0.0,0.8944027697634162
2018-02-19 04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8597807270628968,0.8597807270628968,69.32,1.0,0.8597807270628968
2018-02-19 05,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9088286208886325,0.9881708020773227,69.32,0.0,0.9088286208886325
2018-02-19 06,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88733410271206,0.8839636993128049,69.32,0.0,0.88733410271206
2018-02-19 07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9405654933641087,0.9135297511964972,69.32,0.0,0.9405654933641087
2018-02-19 08,0.0,0.0,0.2,0.0,0.001,0.0,0.0,0.002,0.03,0.0,0.7644258511252164,0.9696007973561351,69.32,0.0,0.7644258511252164
2018-02-19 09,0.0,0.0,0.18,0.0,0.012,0.0,0.0,0.0,0.03,19.0,0.7628390075014427,0.9422711381147959,69.32,0.0,0.7628390075014427
2018-02-19 10,0.02,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.6917195614541259,0.9325097943936587,69.32,0.0,0.6917195614541259
2018-02-19 11,0.028,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.7563473744950953,0.9521061742642817,69.32,0.0,0.7563473744950953
2018-02-19 12,0.016,0.0,0.04,0.0,0.016,0.0,0.004,0.0,0.0,11.0,0.7212925562608195,0.9475940886067834,69.32,0.0,0.7212925562608195
2018-02-19 13,0.0,0.0,0.19,0.0,0.01,0.0,0.013,0.0,0.04,51.0,0.7840450086555107,0.9594329881252468,69.32,0.0,0.7840450086555107
2018-02-19 14,0.0,0.0,0.14,0.0,0.013,0.0,0.004,0.0,0.08,42.0,0.7827466820542412,0.9188673161128272,69.32,0.0,0.7827466820542412
2018-02-19 15,0.0,0.0,0.14,0.0,0.014,0.0,0.0,0.0,0.04,21.0,0.7489901904212349,0.9181092517791883,69.32,0.0,0.7489901904212349
2018-02-19 16,0.0,0.0,0.07,0.0,0.011,0.0,0.0,0.0,0.11,52.0,0.7221581073283325,0.8985862665897288,69.32,0.0,0.7221581073283325
2018-02-19 17,0.008,0.0,0.02,0.0,0.013,0.0,0.0,0.0,0.01,4.0,0.7256203115983844,0.8882267022504329,69.32,0.0,0.7256203115983844
2018-02-19 18,0.0,0.0,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.7990478938257358,0.891775746347982,69.32,0.0,0.7990478938257358
2018-02-19 19,0.0,0.0,0.06,0.0,0.009,0.0,0.0,0.0,0.03,23.0,0.7071552221581074,0.911407241777265,69.32,0.0,0.7071552221581074
2018-02-19 20,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.08,46.0,0.5337564916330064,0.8822232297419835,69.32,0.0,0.5337564916330064
2018-02-19 21,0.0,0.0,0.01,0.0,0.014,0.0,0.0,0.0,0.0,3.0,0.7348528563185228,0.8609610239731418,69.32,0.0,0.7348528563185228
2018-02-19 22,0.0,0.0,0.01,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.6960473167916907,0.9195037507212926,69.32,0.0,0.6960473167916907
2018-02-19 23,0.0,0.0,0.01,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.9376803231390654,0.9477623902032443,69.32,0.0,0.9376803231390654
2018-02-20 00,0.0,0.0,0.01,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.7951791428421551,0.7951791428421551,69.32,1.0,0.7951791428421551
2018-02-20 01,0.0,0.0,0.09,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.778995960761685,0.8647496313393602,69.32,0.0,0.778995960761685
2018-02-20 02,0.0,0.0,0.09,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.8366993652625506,0.8366993652625506,69.32,1.0,0.8366993652625506
2018-02-20 03,0.0,0.0,0.09,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.8828380457780343,0.8828380457780343,69.32,1.0,0.8828380457780343
2018-02-20 04,0.0,0.0,0.09,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.9604491248316985,0.9604491248316985,69.32,1.0,0.9604491248316985
2018-02-20 05,0.0,0.0,0.09,0.0,0.023,0.0,0.0,0.0,0.16,41.0,0.685660703981535,0.9031601099759005,69.32,0.0,0.685660703981535
2018-02-20 06,0.0,0.0,0.08,0.0,0.015,0.0,0.0,0.0,0.12,44.0,0.7802942873629546,0.8832628069500545,69.32,0.0,0.7802942873629546
2018-02-20 07,0.0,0.0,0.02,0.0,0.009,0.0,0.0,0.0,0.17,65.0,0.7911136757068669,0.8864605372828109,69.32,0.0,0.7911136757068669
2018-02-20 08,0.0,0.0,0.02,0.0,0.006,0.0,0.0,0.0,0.14,71.0,0.791257934218119,0.882581586202475,69.32,0.0,0.791257934218119
2018-02-20 09,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.08,63.0,0.800923254472014,0.8908604218760019,69.32,0.0,0.800923254472014
2018-02-20 10,0.0,0.0,0.01,0.0,0.003,0.0,0.0,0.0,0.04,53.0,0.8587709174841317,0.9059915368340067,69.32,0.0,0.8587709174841317
2018-02-20 11,0.0,0.0,0.01,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.866993652625505,0.886210404834938,69.32,0.0,0.866993652625505
2018-02-20 12,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8802654356607041,0.8927998974161698,69.32,0.0,0.8802654356607041
2018-02-20 13,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8726197345643394,0.8901205697451939,69.32,0.0,0.8726197345643394
2018-02-20 14,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8659838430467398,0.8612612749415375,69.32,0.0,0.8659838430467398
2018-02-20 15,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8465089440276977,0.8865824399429041,69.32,0.0,0.8465089440276977
2018-02-20 16,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8364108482400462,0.8659678143232673,69.32,0.0,0.8364108482400462
2018-02-20 17,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9766301211771495,0.8288160619123588,69.32,0.0,0.9766301211771495
2018-02-20 18,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9665320253894981,0.8581429686704457,69.32,0.0,0.9665320253894981
2018-02-20 19,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9019042123485287,0.9485958838238123,69.32,0.0,0.9019042123485287
2018-02-20 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8068378534333527,0.8561964578987084,69.32,0.0,0.8068378534333527
2018-02-20 21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8433352567801501,0.8235035077595895,69.32,0.0,0.8433352567801501
2018-02-20 22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935660703981535,0.8124861289893027,69.32,0.0,0.935660703981535
2018-02-20 23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8583140988651665,0.8583140988651665,69.32,1.0,0.8583140988651665
2018-02-21 00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8700591459896134,0.8700591459896134,69.32,1.0,0.8700591459896134
2018-02-21 01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8311519697843992,0.8311519697843992,69.32,1.0,0.8311519697843992
2018-02-21 02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8626658972879401,0.8626658972879401,69.32,1.0,0.8626658972879401
2018-02-21 03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7934218118869014,0.7934218118869014,69.32,1.0,0.7934218118869014
2018-02-21 04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8093142912098481,0.8093142912098481,69.32,1.0,0.8093142912098481
2018-02-21 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8460761684939412,0.8495307802107694,69.32,0.0,0.8460761684939412
2018-02-21 06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3296306982111945,0.8398350897439792,69.32,0.0,0.3296306982111945
2018-02-21 07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9358049624927872,0.8377319525009871,69.32,0.0,0.9358049624927872
2018-02-21 08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8336699365262551,0.8517553983053422,69.32,0.0,0.8336699365262551
2018-02-21 09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515291402192729,0.8785419260789018,69.32,0.0,0.9515291402192729
2018-02-21 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7922677437968841,0.9005907006408115,69.32,0.0,0.7922677437968841
2018-02-21 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0129832660126947,0.8975916421174114,69.32,0.0,1.0129832660126947
2018-02-21 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9235429890363531,0.9099675038722023,69.32,0.0,0.9235429890363531
2018-02-21 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9812463935372188,0.8968931272208219,69.32,0.0,0.9812463935372188
2018-02-21 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9053664166185805,0.8759756430892582,69.32,0.0,0.9053664166185805
2018-02-21 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8974321984997116,0.9095650985513409,69.32,0.0,0.8974321984997116
2018-02-21 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9610502019619159,0.9144547028274669,69.32,0.0,0.9610502019619159
2018-02-21 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9192152336987883,0.9043717921462631,69.32,0.0,0.9192152336987883
2018-02-21 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9233987305251011,0.8817383909861208,69.32,0.0,0.9233987305251011
2018-02-21 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0963646855164455,0.9086843623773804,69.32,0.0,1.0963646855164455
2018-02-21 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8501154068090018,0.8557669461321749,69.32,0.0,0.8501154068090018
2018-02-21 21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8884881708020774,0.8457952440246607,69.32,0.0,0.8884881708020774
2018-02-21 22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8222735141373342,0.8865486952619094,69.32,0.0,0.8222735141373342
2018-02-21 23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8157674552798616,0.8157674552798616,69.32,1.0,0.8157674552798616
2018-02-22 00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8499505399389993,0.8499505399389993,69.32,1.0,0.8499505399389993
2018-02-22 01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7934218118869014,0.8255626081938835,69.32,0.0,0.7934218118869014
2018-02-22 02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8806982111944606,0.8806982111944606,69.32,1.0,0.8806982111944606
2018-02-22 03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7357184073860359,0.8822850548182343,69.32,0.0,0.7357184073860359
2018-02-22 04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8113716923584207,0.8113716923584207,69.32,1.0,0.8113716923584207
2018-02-22 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9042123485285632,0.9042123485285632,69.32,1.0,0.9042123485285632
2018-02-22 06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9148874783612234,0.8573571840738605,69.32,0.0,0.9148874783612234
2018-02-22 07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9392671667628391,0.8881491633006348,69.32,0.0,0.9392671667628391
2018-02-22 08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9698499711482979,0.8874422965954992,69.32,0.0,0.9698499711482979
2018-02-22 09,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8576168493941144,0.9165536641661859,69.32,0.0,0.8576168493941144
2018-02-22 10,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8623773802654358,0.8998124639353723,69.32,0.0,0.8623773802654358
2018-02-22 11,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8819965377957301,0.9242931332948645,69.32,0.0,0.8819965377957301
2018-02-22 12,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9310444316214659,0.9206650317368726,69.32,0.0,0.9310444316214659
2018-02-22 13,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8815637622619735,0.9168710328909406,69.32,0.0,0.8815637622619735
2018-02-22 14,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8290536641661859,0.8902120600115407,69.32,0.0,0.8290536641661859
2018-02-22 15,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9137334102712061,0.8841820542412003,69.32,0.0,0.9137334102712061
2018-02-22 16,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9448932487016735,0.9049264281592615,69.32,0.0,0.9448932487016735
2018-02-22 17,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.005,0.02,0.0,0.9371032890940566,0.9065280772618217,69.32,0.0,0.9371032890940566
2018-02-22 18,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.011,0.02,100.0,0.8922388920946337,0.8950014425851126,69.32,0.0,0.8922388920946337
2018-02-22 19,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.034,0.11,100.0,0.8796884016156954,0.9234291007379962,69.32,0.0,0.8796884016156954
2018-02-22 20,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.064,0.15,100.0,0.6347374495095212,0.886362255899414,69.32,0.0,0.6347374495095212
2018-02-22 21,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.098,0.15,100.0,0.6105020196191576,0.8573860357761108,69.32,0.0,0.6105020196191576
2018-02-22 22,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.098,0.15,100.0,0.8525932588846272,0.8525932588846272,69.32,1.0,0.8525932588846272
2018-02-22 23,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.138,0.21,100.0,0.631130986728217,0.9215714560492403,69.32,0.0,0.631130986728217
2018-02-23 00,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.138,0.21,100.0,0.8726197345643394,0.8726197345643394,69.32,1.0,0.8726197345643394
2018-02-23 01,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.163,0.53,100.0,0.6203115983843047,0.8295826120407772,69.32,0.0,0.6203115983843047
2018-02-23 02,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.163,0.53,100.0,0.9448932487016735,0.9448932487016735,69.32,1.0,0.9448932487016735
2018-02-23 03,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.163,0.53,100.0,0.8052870744373919,0.8052870744373919,69.32,1.0,0.8052870744373919
2018-02-23 04,0.0,0.0,0.27,0.0,0.008,0.0,0.0,0.14,0.12,92.0,0.6635891517599539,0.8278675386292237,69.32,0.0,0.6635891517599539
2018-02-23 05,0.0,0.0,0.27,0.0,0.008,0.0,0.0,0.14,0.12,92.0,0.8911809963454511,0.8911809963454511,69.32,1.0,0.8911809963454511
2018-02-23 06,0.0,0.0,0.07,0.0,0.02,0.0,0.0,0.014,0.13,51.0,0.6679169070975188,0.884261396422389,69.32,0.0,0.6679169070975188
2018-02-23 07,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.011,0.17,61.0,0.8616560877091749,0.8678447778418927,69.32,0.0,0.8616560877091749
2018-02-23 08,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.009,0.1,54.0,0.8286208886324293,0.8906809001731103,69.32,0.0,0.8286208886324293
2018-02-23 09,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.004,0.04,32.0,0.8675706866705136,0.8905943450663589,69.32,0.0,0.8675706866705136
2018-02-23 10,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.9157530294287364,0.884427293710329,69.32,0.0,0.9157530294287364
2018-02-23 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8994518176572419,0.8730741488747837,69.32,0.0,0.8994518176572419
2018-02-23 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9183496826312753,0.8966349804112128,69.32,0.0,0.9183496826312753
2018-02-23 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8355452971725333,0.8945546208278922,69.32,0.0,0.8355452971725333
2018-02-23 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9232544720138489,0.8751252771281927,69.32,0.0,0.9232544720138489
2018-02-23 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9558568955568381,0.8815713548151973,69.32,0.0,0.9558568955568381
2018-02-23 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9593190998268899,0.8925129832660128,69.32,0.0,0.9593190998268899
2018-02-23 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9225331794575882,0.8860357761107907,69.32,0.0,0.9225331794575882
2018-02-23 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9091171379111369,0.8908035199076747,69.32,0.0,0.9091171379111369
2018-02-23 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9404212348528563,0.912391806116561,69.32,0.0,0.9404212348528563
2018-02-23 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8583381419503752,0.8640700134641278,69.32,0.0,0.8583381419503752
2018-02-23 21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8633871898442009,0.8398297749567225,69.32,0.0,0.8633871898442009
2018-02-23 22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8545874206578189,0.8531036188277966,69.32,0.0,0.8545874206578189
2018-02-23 23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9088286208886325,0.894532602423543,69.32,0.0,0.9088286208886325
2018-02-24 00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8305168576374578,0.8305168576374578,69.32,1.0,0.8305168576374578
2018-02-24 01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8535896326216581,0.8535896326216581,69.32,1.0,0.8535896326216581
2018-02-24 02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8222735141373342,0.86966243508367,69.32,0.0,0.8222735141373342
2018-02-24 03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8869734564339297,0.8869734564339297,69.32,1.0,0.8869734564339297
2018-02-24 04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.880157241777265,0.880157241777265,69.32,1.0,0.880157241777265
2018-02-24 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.845066358915176,0.9314347781813245,69.32,0.0,0.845066358915176
2018-02-24 06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8078476630121177,0.8993652625504905,69.32,0.0,0.8078476630121177
2018-02-24 07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8989036353144836,0.8989036353144836,69.32,1.0,0.8989036353144836
2018-02-24 08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9847085978072708,0.8970427005193308,69.32,0.0,0.9847085978072708
2018-02-24 09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8294864396999424,0.910199076745528,69.32,0.0,0.8294864396999424
2018-02-24 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9340738603577612,0.9076168493941142,69.32,0.0,0.9340738603577612
2018-02-24 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9438834391229084,0.9107256203115985,69.32,0.0,0.9438834391229084
2018-02-24 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0406809001731103,0.9096004039238316,69.32,0.0,1.0406809001731103
2018-02-24 13,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8304962492787076,0.9015796306982113,69.32,0.0,0.8304962492787076
2018-02-24 14,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9376803231390654,0.8921162723600694,69.32,0.0,0.9376803231390654
2018-02-24 15,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7890940565493365,0.8830207732256203,69.32,0.0,0.7890940565493365
2018-02-24 16,0.0,0.0,1.2,0.0,0.005,0.0,0.0,0.008,0.2,83.0,0.7501442585112522,0.8980452971725332,69.32,0.0,0.7501442585112522
2018-02-24 17,0.0,0.0,1.2,0.0,0.01,0.0,0.0,0.055,0.33,87.0,0.5927582227351414,0.8965305828043856,69.32,0.0,0.5927582227351414
2018-02-24 18,0.0,0.0,1.2,0.0,0.01,0.0,0.0,0.055,0.33,87.0,0.8484636468551645,0.8484636468551645,69.32,1.0,0.8484636468551645
2018-02-24 19,0.0,0.0,1.1,0.0,0.011,0.0,0.0,0.107,0.14,87.0,0.7556260819388345,0.901768439632056,69.32,0.0,0.7556260819388345
2018-02-24 20,0.0,0.0,1.32,0.0,0.011,0.0,0.0,0.132,0.16,89.0,0.7165320253894981,0.8756010771302174,69.32,0.0,0.7165320253894981
